	id_sent	n_sent	id_article	sent
307	307	4.0	13	The man, who was not officially identified by police, was named as George Floyd by Minneapolis Mayor Jacob Frey, as well as attorney Benjamin Crump, who said he was representing the family.
308	308	5.0	13	Mayor Frey said on Tuesday afternoon that four officers involved in Floyd's death had been fired.
309	309	6.0	13	We must put an end to the senseless killing of our Black men!
310	310	7.0	13	"In a video originally posted to Facebook by an onlooker, Floyd can be seen talking to officers and onlookers, begging for help, as two officers press him into the ground, before he becomes unresponsive. ""Please, please, I can"""
311	311	8.0	13	"Please, man, please,"" Floyd says repeatedly, as a police officer holds a knee against his neck for eight minutes."
312	312	9.0	13	A person can be heard talking to Floyd, telling him to get up and get in the car, although it is unclear if it is an officer speaking.
313	313	10.0	13	Onlookers can be heard calling on police to stop, stating the man's nose was bleeding, he was not resisting arrest, and that the officer was stopping his breathing.
314	314	11.0	13	"He's fine,"" responds one officer, saying they'd tried to put Floyd into a car for 10 minutes."
315	315	12.0	13	When Floyd becomes unresponsive, onlookers start demanding officers give the man medical attention.
316	316	13.0	13	"He's not responsive right now,"" says one onlooker, who goes forward to help as a police officer pulls out a can of mace."
317	317	14.0	13	The officers repeatedly tell the onlookers to get back and do not immediately provide medical attention for the unresponsive man in their custody.
318	318	15.0	13	Paramedics then arrive, check Floyd's pulse, and roll him onto a gurney and into an ambulance.
319	319	16.0	13	Police told local station KSTP Floyd was taken to Hennepin County Medical Center, where he was pronounced dead.
320	320	17.0	13	Crump, who is representing Floyd's family, released a statement Tuesday demanding answers from the police department.
321	321	18.0	13	We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him into the police car and get off his neck.
322	322	19.0	13	"This abusive, excessive and inhumane use of force cost the life of a man who was being detained by the police for questioning about a non-violence charge,"" he said in a statement."
323	323	20.0	13	How may 'while black' deaths will it take until the racial profiling and undervaluing of black lives by police finally ends'
324	324	21.0	13	""" The incident took place in front of a supermarket at 38th Street and Chicago Avenue in Minneapolis."
325	325	22.0	13	Vanita Williams told BuzzFeed News she witnessed the incident and is demanding justice for her friend, who she said had been hospitalized with COVID-19 just last month.
326	326	23.0	13	"We want the police to be held accountable for the negligence,"" said Williams."
327	327	24.0	13	She said police officers used excessive force and failed to seek medical attention quickly enough.
328	328	25.0	13	"I think the police that were there should be fired and should come up on criminal charges,"" said Williams."
329	329	26.0	13	"We were just trying to get some help,"" she said, weeping."
330	330	27.0	13	"He died with his hands behind his back saying 'Help me, I can"""
331	331	28.0	13	"She knew Floyd, known as ""Big Floyd,"" because he worked as a security guard at a downtown homeless shelter."
332	332	29.0	13	He gave us hugs, and told us it was going to be OK
333	333	30.0	13	", he told us we could make it,"" said Williams."
334	334	31.0	13	She said Floyd had moved to Minneapolis from Texas a few years earlier, to change his life, and went out of his way to help the underprivileged, such as people experiencing homelessness, people dealing with drug addiction, and sex workers.
335	335	32.0	13	"He was articulate, he was grounded, he was spiritual, he was an athlete, he was an organizer, he was a comforter, he was an encourager,"" said Williams."
336	336	33.0	13	I could just go on and on and on about who he was.
337	337	34.0	13	In a statement, police said they had initially been called to the scene to investigate a forgery.
338	338	35.0	13	"Minneapolis police did not immediately respond to BuzzFeed News' request for comment, but in a statement to KSTP, police spokesperson John Elder said Floyd died after ""medical distress."
339	339	36.0	13	"¦ officers were able to get the suspect into handcuffs and the officers noticed the male was going into medical distress,"" Elder told KSTP."
340	340	37.0	13	"They are literally lying,"" wrote the woman who posted the Facebook video of the incident."
341	341	38.0	13	"In an emotional press conference on Tuesday morning, Minneapolis Mayor Jacob Frey said Floyd ""should not have died"" and that the officer ""failed in the most basic human sense."
342	342	39.0	13	"""What we saw was horrible, completely and utterly messed up,"" said Frey."
343	343	40.0	13	"Being black in America should not be a death sentence,"" Frey said."
344	344	41.0	13	For five minutes, we watched as a white officer pressed his knee into the neck of a black man.
345	345	42.0	13	"Minnesota Sen. Amy Klobuchar also condemned what she described as ""another horrifying and gutwrenching instance of an African American man dying."
346	346	43.0	13	My statement on the officer-involved death in Minneapolis: Some protesters who marched in honor of Floyd Tuesday afternoon later gathered outside the police station and clashed with officers, smashing windows as gas was deployed to break up the demonstration.
347	347	44.0	13	Carlos Gonzalez / AP Protesters gather calling for justice for George Floyd on May 26, 2020, in Minneapolis.
348	348	1.0	14	The family of George Floyd -- who died after pleading that he couldn't breathe while a police officer held him down with a knee on his neck -- say they want the four Minneapolis officers involved charged with murder.
349	349	2.0	14	They were supposed to be there to serve and to protect
350	350	3.0	14	and I didn't see a single one of them lift a finger to do anything to help while he was begging for his life.
351	351	4.0	14	"Not one of them tried to do anything to help him,"" Tera Brown, Floyd's cousin, told CNN's Don Lemon."
352	352	5.0	14	"In an emotional interview Tuesday night, Brown and Floyd's two brothers held up his picture and spoke of a man who ""didn't hurt anybody"" and who they described as a ""gentle giant."""
353	353	6.0	14	"""Knowing my brother is to love my brother,"" Philonise Floyd said."
354	354	7.0	14	They could have tased him; they could have maced him.
355	355	8.0	14	"""They treated him worse than they treat animals,"" he said."
356	356	9.0	14	Four officers involved were fired Tuesday, the police department said, and state and federal authorities are investigating the case.
357	357	10.0	14	That includes Officer Derek Chauvin, the man seen on video restraining Floyd with his knee, Chauvin's attorney Tom Kelly said.
358	358	11.0	14	"The Police Officers Federation of Minneapolis said in a statement the officers were cooperating in the investigation and urged ""now is not the time to rush to (judgment)"" while the officers' actions are examined."
359	359	12.0	14	Minneapolis police said officers were responding to an alleged forgery Monday evening and were told a person later described as the suspect was sitting on a car.
360	360	13.0	14	"They found Floyd, who at that point was inside a car and police said he ""physically resisted"" after he got out."
361	361	14.0	14	"Officers handcuffed Floyd, who police said ""appeared to be suffering medical distress."
362	362	15.0	14	He was taken to a hospital, where he was pronounced dead, police said.
363	363	16.0	14	Video captured by bystanders at the scene of the arrest
364	364	17.0	14	shows an officer with his knee pressed against the neck of the 46-year-old, who was handcuffed on the pavement, complaining that his body hurt and he couldn't breathe.
365	365	18.0	14	Two officers handled the man on the ground while another stood nearby with his eyes on the bystanders as traffic passed.
366	366	19.0	14	Surveillance video obtained from a nearby restaurant showed the first point of contact police had with the man.
367	367	20.0	14	An officer escorts a handcuffed Floyd out of a car and Floyd sits on the sidewalk.
368	368	21.0	14	Moments later, the officer and another escort Floyd away, still with his hands behind his back.
369	369	22.0	14	George's brother Rodney Floyd told CBS that he didn't believe George was resisting arrest.
370	370	23.0	14	"You can see what you saw,"" Rodney Floyd said in an interview that ""CBS This Morning"" aired Wednesday."
371	371	24.0	14	And I saw, and the nation saw ... and every black person saw, the same thing, because it don't happen to nobody else.
372	372	25.0	14	Cell phone video shows an officer with a knee on George Floyd's neck on Monday evening.
373	373	26.0	14	"They need to be charged with murder because what they did was murder,"" Brown told CNN."
374	374	27.0	14	"And almost the whole world has witnessed that because somebody was gracious enough to record it."""
375	375	28.0	14	George Floyd's sister Bridgett Floyd told ABC on Wednesday that she also wants the officers arrested.
376	376	29.0	14	"The officers' firings are ""definitely not enough justice for me and my family,"" she told ""Good Morning America."
377	377	30.0	14	I feel those guys need to be put in jail.
378	378	31.0	14	A day after Floyd's death, hundreds gathered at the same intersection where he was pinned to the ground and they later marched to a police precinct to protest.
379	379	32.0	14	"The protesters chanted ""No justice, no peace,"" and ""I can't breathe."
380	380	33.0	14	Some demonstrators wheeled a shopping cart full of rocks just outside the precinct and dumped it on the ground for people to throw, a CNN team there reported.
381	381	34.0	14	Police used tear gas to disperse the crowd after some people turned unruly, a spokesman for the police department said.
382	382	35.0	14	An undated photo of George Floyd, provided Wednesday to news media by Benjamin Crump, attorney for Floyd's family. '
383	383	36.0	14	I can't breathe' The video of Floyd's encounter with police that has circulated on social media shows one police officer with his knee on Floyd to keep him on the ground.
384	384	37.0	14	"Please, I can't breathe,"" the man says, protesting for several minutes before he becomes silent."
385	385	38.0	14	Bystanders urge the officer to release the man from his hold.
386	386	39.0	14	The technique is against department regulations, Minneapolis Mayor Jacob Frey said Tuesday, and the officer had no reasons to employ it.
387	387	40.0	14	"The technique that was used is not permitted; is not a technique that our officers get trained in on,"" he said."
388	388	41.0	14	And our chief has been very clear on that piece.
389	389	42.0	14	In the video, the police officer's leg remains on Floyd for several minutes, even as the man is pleading for help.
390	390	43.0	14	"My stomach hurts,"" Floyd can be heard telling the officer."
391	391	44.0	14	"At one point the Floyd says, ""Give me some water or something."
392	392	45.0	14	He was fired in 2019 after being found guilty in a disciplinary trial of using a chokehold on Garner and later sued the city over his termination
393	393	46.0	14	Findings on the cause and manner of Floyd's death remain pending and it is being investigated by local, state and federal law enforcement, the Hennepin County Medical Examiner's Office said in a statement.
394	394	47.0	14	"Mayor Frey offered his condolences to Floyd's family Tuesday, adding that what the video shows was ""utterly messed up."""
395	395	48.0	14	"For five minutes, we watched as a white officer pressed his knee to the neck of a black man,"" Frey said in a news conference."
396	396	49.0	14	"This officer failed in the most basic human sense,"" he said."
397	397	50.0	14	"""Being black in America,"" he added, should not be ""a death sentence."
398	398	51.0	14	"FBI is investigating The Federal Bureau of Investigation has opened an investigation into Floyd's death, which will focus on whether the Minneapolis Police Department officers involved ""willfully deprived (Floyd) of a right or privilege protected by the Constitution or laws of the United States,"" according to a statement from the FBI Minneapolis Division."
399	399	52.0	14	The FBI said it will present its findings to the United States Attorney's Office for the District of Minnesota for consideration of possible federal charges.
400	400	53.0	14	The Minnesota Bureau of Criminal Apprehension is conducting its own investigation into possible violations of Minnesota statutes, the FBI said.
401	401	1.0	15	Trump to receive 'full report' on Minneapolis death, calls it a 'very sad event'
402	402	2.0	15	Caption Hide Caption FBI investigates death of George Floyd who died after police restraint
403	403	3.0	15	The FBI is investigating the death of George Floyd after he was restrained by police in Minneapolis.
404	404	4.0	15	"“ President Donald Trump on Wednesday addressed the death of a Minneapolis black man who died after he was restrained by a white police officer, telling reporters he planned to receive a ""full report"" on the incident that he described as a ""very sad event."
405	405	5.0	15	During a tour of the Kennedy Space Center in Florida, where the president was scheduled to watch the historic SpaceX rocket launch before it was postponed due to inclement weather, Trump was asked whether the four officers involved in the incident should be prosecuted.
406	406	6.0	15	"And we're going to get a very full report,"" Trump said in his first public comments about Floyd's death."
407	407	7.0	15	Trump later tweeted that the FBI and Department of Justice were investigating the matter at his request and offered his condolences to Floyd's family.
408	408	8.0	15	"I have asked for this investigation to be expedited and greatly appreciate all of the work done by local law enforcement,"" he added."
409	409	9.0	15	"At my request, the FBI and the Department of Justice are already well into an investigation as to the very sad and tragic death in Minnesota of George Floyd.... """
410	410	10.0	15	"” Donald J. Trump ( May 27, 2020 George Floyd, 46, died Monday evening, shortly after video footage showed him handcuffed, gasping for air and saying ""I can't breathe,"" as a white officer knelt on his neck."
411	411	11.0	15	The video, taken by a bystander, circulated online and prompted protests in Minneapolis Tuesday.
412	412	12.0	15	The Minneapolis Police Department fired four officers involved in the incident while the FBI and state law enforcement said they were investigating the death.
413	413	13.0	15	Thousands of protesters demanding justice for Floyd gathered at the intersection where Floyd was restrained Tuesday.
414	414	14.0	15	The protests started peacefully, according to the Minneapolis Star-Tribune, but tensions escalated as the group reached a police precinct.
415	415	15.0	15	Police identified the officers Wednesday as Derek Chauvin, Thomas Lane, Tou Thao and J. Alexander Kueng.
416	416	16.0	15	Attorney Tom Kelly said he was representing Chauvin, the officer seen with his knee on Floyd's neck.
417	417	17.0	15	Trump's comments came as Floyd's sister, Bridgett Floyd, urged the police department to take further action while Minneapolis Mayor Jacob Frey called for criminal charges to be filed.
418	418	18.0	15	"I would like for those officers to be charged with murder because that"""
419	419	19.0	15	"They murdered my brother; he was crying for help,"" Bridgett Floyd told NBC's ""Today"" on Wednesday."
420	420	20.0	15	The case recalls the 2014 death of Eric Garner, an unarmed black man who died in New York City after he was placed in a chokehold by a police officer.
421	421	21.0	15	"Garner was heard in a video of the incident telling police, ""I can't breathe,"" a phrase that became a rallying cry in the Black Lives Matter movement."
422	422	22.0	15	What we know about the death of George Floyd: 4 Minneapolis police officers fired after 'horrifying' video hits social media Floyd's death has garnered attention from dozens of activists, politicians and celebrities who expressed outrage over the incident.
423	423	23.0	15	"""Watching his life be taken in the same manner, echoing nearly the same words of Eric Garner more five years ago -"
424	424	1.0	16	"President Donald Trump on Wednesday called the death of George Floyd ""very sad and tragic"" and said ""justice will be served"" in the Minnesota man's case."
425	425	2.0	16	Floyd, 46, died Monday night after a Minneapolis police officer pinned him by the neck with his knee for more than eight minutes.
426	426	3.0	16	"Video of the incident shows Floyd pleading ""Please, please, please, I can't breathe,"" before he died."
427	427	4.0	16	"While in Florida for the aborted launch of a SpaceX flight to the International Space Station, Trump was asked by NBC News' Kelly O'Donnell about Floyd's case and said: ""I'm very sad about that."
428	428	5.0	16	"Full coverage of George Floyd's death and protests around the country Asked whether he thought the police officers involved, who have been fired, should be prosecuted, he said: ""We're going to look at it, and we're going to get a report tomorrow"
429	429	6.0	16	when we get back, and we're going to get a very full report.
430	430	7.0	16	In a pair of evening tweets, Trump seemed to try to take credit for the FBI's involvement in the case and said he has asked for its work to be expedited.
431	431	8.0	16	"At my request, the FBI and the Department of Justice are already well into an investigation as to the very sad and tragic death in Minnesota of George Floyd.... """
432	432	9.0	16	"At my request, the FBI and the Department of Justice are already well into an investigation as to the very sad and tragic death in Minnesota of George Floyd,"" he wrote."
433	433	10.0	16	Download the NBC News app for breaking news and politics
434	434	11.0	16	"Minneapolis Police Chief Medaria Arradondo told reporters Tuesday morning that he had asked the FBI to get involved in the case ""knowing that there could be a question of civil rights."
435	435	12.0	16	The officer who was kneeling on Floyd's neck is white, and Floyd was black.
436	436	13.0	16	"Trump's Democratic presidential rival, Joe Biden, tweeted Tuesday that Floyd ""deserved better"" and explicitly took aim at the officers involved in his death."
437	437	14.0	16	"I'm grateful for the swift action in Minneapolis to fire the officers involved ""” they must be held responsible for their egregious actions,"" Biden said."
438	438	15.0	16	"The former vice president also spoke about Floyd's ""horrific killing"" Wednesday, calling it a ""tragic reminder that this was not an isolated incident but a part of an ingrained systemic cycle of injustice that still exists in this country."
439	439	1.0	17	A massive explosion rocked Beirut on Tuesday, flattening much of the city's port, damaging buildings across the capital and sending a giant mushroom cloud into the sky.
440	440	2.0	17	More than 70 people were killed and 3,000 injured, with bodies buried in the rubble, officials said.
441	441	3.0	17	Hours later, ambulances were carrying away the wounded as army helicopters helped battle fires raging at the port.
442	442	4.0	17	"A soldier at the port, who asked not to be named, told AFP: ""It's a catastrophe inside."
443	443	5.0	17	It was not clear what caused the blast, which struck with the force of a 3.5 magnitude earthquake, according to Germany's geosciences center GFZ, and was heard and felt as far away as Cyprus more than 180 miles across the Mediterranean.
444	444	6.0	17	Lebanon's interior minister said it appeared that a large cache of ammonium nitrate in the port had detonated.
445	445	7.0	17	The sudden devastation overwhelmed a country already struggling with both the coronavirus pandemic and an economic crisis: Beirut hospitals quickly filled beyond capacity, pleading for blood supplies and generators to keep their lights on.
446	446	8.0	17	Interior Minister Mohammed Fahmi told a local TV station that it appeared the blast was caused by the detonation of more than 2,700 tons of ammonium nitrate that had been stored in a warehouse at the dock ever since it was confiscated from a cargo ship in 2014.
447	447	9.0	17	Witnesses reported seeing an orange cloud like that which appears when toxic nitrogen dioxide gas is released after an explosion involving nitrates.
448	448	10.0	17	Videos showed what appeared to be a fire erupting nearby just before, and local TV stations reported that a fireworks warehouse was involved.
449	449	11.0	17	The fire appeared to spread to a nearby building, triggering the more massive explosion, sending up a mushroom cloud and generating a shock wave.
450	450	12.0	17	A medic tends to the injuries of a woman outside a hospital following an explosion in the Lebanese capital Beirut on August 4, 2020.
451	451	13.0	17	Getty Images Witnesses reported seeing a strange orange-colored cloud over the site after the explosion.
452	452	14.0	17	Orange clouds of toxic nitrogen dioxide gas often accompany an explosion involving nitrates.
453	453	15.0	17	"An Israeli government official said Israel ""had nothing to do"" with the blast."
454	454	16.0	17	He spoke on condition of anonymity because he was not authorized to discuss the matter with the media.
455	455	17.0	17	Michael Ottey, an editor at the Los Angeles Times, tweeted that the newspaper's Middle East correspondent, Nabih Bulos, had been injured in the explosion.
456	456	18.0	17	Middle East Correspondent  a great journalist, who was injured in the explosion in Beirut today.
457	457	19.0	17	Reports are that at least 25 people were killed and more than 2,500 injured.
458	458	20.0	17	The White House said President Trump had been briefed on the incident.
459	459	21.0	17	"During a Tuesday night press conference, Mr. Trump said the blast ""looks like a terrible attack."
460	460	22.0	17	"Our prayers go out to all the victims and their families.
The U.S. State Department released a statement saying it was closely following"" the situation."
461	461	23.0	17	"We extend our deepest condolences to all those affected, and stand ready to offer all possible assistance,"" the statement said."
462	462	24.0	17	We are working closely with local authorities to determine if any U.S. citizens were affected.
463	463	25.0	17	In a shocking video posted online, a BBC reporter was conducting an interview when the blast took place.
464	464	26.0	17	You can hear the deafening explosion and and then someone crying out.
465	465	27.0	17	A BBC reporter in Beirut was online conducting an interview when the BeirutBlast took place.
466	466	28.0	17	This is horrifying to watch '' ' Jenan Moussa ( August 4, 2020
467	467	29.0	17	The blast was stunning even for a city that has seen civil war, suicide bombings and bombardment by Israel.
468	468	30.0	17	It could be heard and felt as far away as Cyprus, more than 180 miles across the Mediterranean.
469	469	31.0	17	"I haven't seen anything like that since the days of the (civil) war,"" said Marwan Ramadan, who was about 500 yards from the port and was knocked off his feet by the force of the explosion."
470	470	32.0	17	Wounded people walk near the site of an explosion at the port in the Lebanese capital Beirut on August 4, 2020.
471	471	33.0	17	Emergency teams streamed in from across Lebanon to help, and the injured had to be taken to hospitals outside the capital.
472	472	34.0	17	Hamad added that hospitals were barely coping and offers of aid were pouring in from Arab states and friends of Lebanon.
473	473	35.0	17	Some of those injured lay on the ground at the port, Associated Press staff at the scene said.
474	474	36.0	17	A civil defense official said there were still bodies inside the port, many under debris.
475	475	37.0	17	"Beirut's governor, Marwan Abboud, broke into tears as he toured the site, saying, ""Beirut is a devastated city."
476	476	38.0	17	Valarie Fakhoury, a British-Lebanese national, stands outside the emergency ward of a hospital in central Beirut following a huge explosion that rocked the Lebanese capital on August 4, 2020.
477	477	39.0	17	Getty Initially, video taken by residents showed a fire raging at the port, sending up a giant column of smoke, illuminated by flashes of what appear to be fireworks.
478	478	40.0	17	Local TV stations reported that a fireworks warehouse was involved.
479	479	41.0	17	The fire then appeared to catch at a nearby building, triggering a more massive explosion, sending up a mushroom cloud and a shock wave.
480	480	42.0	17	Charbel Haj, who works at the port, said it started as small explosions like firecrackers.
481	481	43.0	17	Then, he said, he was thrown off his feet by the huge blast.
482	482	44.0	17	Miles from the port, building facades were shredded, balconies were knocked down and windows shattered.
483	483	45.0	17	Streets were covered with glass and bricks and lined with wrecked cars.
484	484	46.0	17	One woman covered in blood from the waist up walked down a trashed street while talking furiously on her phone.
485	485	47.0	17	On another street, a woman with a bloodied face looked distraught, staggering through traffic with two friends at her side.
486	486	48.0	17	"This country is cursed,"" a young man passing by muttered."
487	487	49.0	17	People stand near damaged cars following an explosion in Beirut, Lebanon, on Tuesday, August 4, 2020.
488	488	50.0	17	The blast came at a time when Lebanon's economy is facing collapse from the financial crisis and the coronavirus restrictions.
489	489	51.0	17	Many have lost jobs, while the worth of their savings has evaporated as the currency has plunged in value against the dollar.
490	490	52.0	17	It also occurred amid rising tensions between Israel and the militant Hezbollah group along Lebanon's southern border.
491	491	53.0	17	The explosion was reminiscent of massive blasts during Lebanon's civil war and took place only three days before a U.N.-backed tribunal was set to give its verdict in the killing of former Prime Minister Rafik Hariri in a truck bombing more than 15 years ago.
492	492	54.0	17	That explosion, with a ton of explosives, was felt miles away, just like Tuesday's explosion.
493	493	55.0	17	Roum Hospital put out a call for people to bring it spare generators to keep its electricity going as it evacuated patients because of heavy damage.
494	494	56.0	17	Outside the St. George University Hospital in Beirut's Achrafieh neighborhood, people with various injuries arrived in ambulances, in cars and on foot.
495	495	57.0	17	The explosion had caused major damage inside the building and knocked out the electricity at the hospital.
496	496	58.0	17	Dozens of injured were being treated on the spot on the street outside, on stretchers and wheelchairs.
497	497	59.0	17	"This is a catastrophe we have on our hands,"" said one doctor, speaking on condition of anonymity because he was not authorized to make press statements."
498	498	1.0	18	A massive explosion shook Beirut on Tuesday, killing at least 70 people and injuring thousands of others while flattening much of the port, damaging buildings across the capital, and sending a giant mushroom cloud into the sky.
499	499	2.0	18	At a press conference later Tuesday, President Trump said U.S. military generals told him that they think the massive explosion was likely a bomb.
500	500	3.0	18	"I've bet with some of our great generals and they just seem to feel that this was not some kind of manufacturing explosion type of an event,"" Trump said."
501	501	4.0	18	The Lebanese Red Cross tweeted that more than 30 teams were responding to the scene of the blast via ambulances.
502	502	5.0	18	The health minister said at least 70 people were killed and over 3,000 were injured.
503	503	6.0	18	Lebanese Red Cross official Georges Kettaneh said the injured were being taken to hospitals outside the capital because facilities there were at capacity.
504	504	7.0	18	He put the number of casualties in the hundreds but said he did not have exact figures on dead or injured.
505	505	8.0	18	Abbas Ibrahim, chief of Lebanese General Security, said the explosion might have been caused by highly explosive material that was confiscated from a ship some time ago and stored at the port.
506	506	9.0	18	Local television channel LBC said the material was sodium nitrate.
507	507	10.0	18	The blast was stunning even for a city that has seen civil war, suicide bombings and bombardment by Israel.
508	508	11.0	18	It could be heard and felt as far away as Cyprus, more than 180 miles across the Mediterranean.
509	509	12.0	18	"I haven't seen anything like that since the days of the (civil) war,"" said Marwan Ramadan, who was about 550 yards from the port and was knocked off his feet by the force of the explosion."
510	510	13.0	18	Witnesses reported seeing a strange orange-colored cloud over the site after the explosion.
511	511	14.0	18	Orange clouds of toxic nitrogen dioxide gas often accompany an explosion involving nitrates.
512	512	15.0	18	Video taken by residents showed a fire raging at the port, sending up a giant column of smoke, illuminated by flashes of what appear to be fireworks.
513	513	16.0	18	Local TV stations reported that a fireworks warehouse was involved.
514	514	17.0	18	The fire then appeared to catch at a nearby building, triggering a more massive explosion, sending up a mushroom cloud and a shock wave.
515	515	18.0	18	Hours after the explosion ambulances were still carrying away the wounded.
516	516	19.0	18	The afternoon blast shook several parts of the capital and thick smoke billowed from the city center.
517	517	20.0	18	Residents reported windows being blown out, and balconies and ceilings collapsing.
518	518	21.0	18	The explosion appeared to be centered around Beirut's port and caused wide-scale destruction and shattered windows miles away.
519	519	22.0	18	A civil defense official on the scene of the blast said his men had evacuated dozens to hospitals and that there were still bodies inside the port, many of them under debris.
520	520	23.0	18	Dozens of ambulances ferried the injured from the port area, where the wounded lay on the ground, Associated Press staff at the scene said.
521	521	24.0	18	Glass in high-rise buildings shattered and fell to the street,' one unnamed witness told Reuters.
522	522	25.0	18	"We are aware of the explosion and are concerned for the potential loss of life due to such a massive explosion,"" Capt."
523	523	26.0	18	Bill Urban, a spokesman for U.S. Central Command, said in a statement to Fox News.
524	524	27.0	18	The cause of the blast is under investigation but Hezbollah is already in the limelight, multiple intelligence sources told Fox News. '
525	525	28.0	18	There are cars with dead people in the streets under rubble, and the medical infrastructure was already at full speed due to the pandemic and lack of supplies,' one source in the region said.
526	526	29.0	18	Another source told Fox News that the port was unofficially controlled by Hezbollah, thus pointing out that other adverse players in the region could have played a role.
527	527	30.0	18	"An Israeli government official said Israel ""had nothing to do"" with the blast."
528	528	31.0	18	He spoke on condition of anonymity because he was not authorized to discuss the matter with the media.
529	529	32.0	18	An Associated Press photographer near the port witnessed people wounded on the ground and widespread destruction in central Beirut.
530	530	33.0	18	Some local televisions stations reported the blast originated inside an area where firecrackers were stored.
531	531	34.0	18	"It was like a nuclear explosion,"" said Walid Abdo, a 43-year-old school teacher in the neighborhood of Gemayzeh near Beirut."
532	532	35.0	18	Charbel Haj, who works at the port, said it started as small explosions like firecrackers, then the huge blast erupted, and he was thrown off his feet.
533	533	36.0	18	Miles from the port, balconies were knocked down, windows shattered, streets were covered with glass and bricks and lined with wrecked cars.
534	534	37.0	18	One woman covered in blood from the waist up walked down a trashed street while talking furiously on her phone.
535	535	38.0	18	On another street, a woman with a bloodied face looked distraught, staggering through traffic with two friends at her side.
536	536	39.0	18	"This country is cursed,"" a young man passing by muttered."
537	537	40.0	18	Outside the St. George University Hospital in Beirut's Achrafieh neighborhood, people with various injuries arrived in ambulances, in cars and on foot.
538	538	41.0	18	The explosion had caused major damage inside the building and knocked out the electricity at the hospital.
539	539	42.0	18	Dozens of injured were being treated on the spot on the street outside, on stretchers and wheelchairs.
540	540	43.0	18	"This is a catastrophe we have on our hands,"" said one doctor, speaking on condition of anonymity because he was not authorized to make press statements."
541	541	44.0	18	The explosion happened just days before a United Nations tribunal is expected to issue its verdict on four alleged Hezbollah members accused of killing former Lebanon Prime Minister Rafic Hariri in a 2005 car bombing on the Beirut seafront, the BBC reported.
542	542	45.0	18	Some reports said there might have been a second blast Tuesday across the city near the Hariri family residence.
543	543	46.0	18	The blast came at a time when Lebanon's economy is facing collapse, hit both by a financial crisis and coronavirus restrictions.
544	544	47.0	18	Many have lost jobs, while the worth of their savings has evaporated as the currency has plunged in value against the dollar.
545	545	48.0	18	It was the latest chapter for a country that has suffered a 15-year civil war, repeated conflict with Israel, political assassinations, and various other crises including the current unprecedented financial and economic crisis.
546	546	1.0	19	"BEIRUT ' A ""colossal"" explosion that rocked the port area of Lebanon's capital Tuesday, killing dozens of people and injuring thousands more, happened at a warehouse where tons of ammonium nitrate were being stored, the prime minister said."
547	547	2.0	19	"I will not rest until we find the person responsible for what happened, to hold him accountable and impose the most severe penalties,"" Prime Minister Hassan Diab said."
548	548	3.0	19	"Diab said it was ""unacceptable"" that a shipment of ammonium nitrate estimated at 2,750 tons had been in warehouse for six years without ""preventive measures"" to protect it."
549	549	4.0	19	The chemical compound, which is commercially available, is used widely in fertilizers and explosives.
550	550	5.0	19	It wasn't clear what ignited the shipment, but at least 4,000 people were injured and 100 others were killed, the secretary-general of the Lebanese Red Cross, George Kettana, told Lebanese broadcaster LBCI on Wednesday.
551	551	6.0	19	The number of casualties could rise ' some of the injuries are serious and some people are still trapped under rubble, Kettana said.
552	552	7.0	19	Images and videos on social media appear to show large plumes of smoke and damaged buildings.
553	553	8.0	19	A helicopter puts out a fire at the scene of the explosion in Beirut on Tuesday.
554	554	9.0	19	"Speaking during a coronavirus task force briefing Tuesday, President Donald Trump said the explosion looked ""like a terrible attack,"" although he offered no evidence and said later that the conclusion was based on the presumptions of U.S. generals."
555	555	10.0	19	"This was not a, some kind of a manufacturing explosion type of event,"" Trump said."
556	556	11.0	19	Lebanon's National News Agency reported that wheat was being stored in a nearby warehouse.
557	557	12.0	19	Firetrucks rushed to the scene, and evacuation operations were underway, it said.
558	558	13.0	19	The Lebanese Red Cross confirmed on Twitter that it had more than 30 teams, including ambulances, responding to the blast and had put out an urgent call for blood donations.
559	559	14.0	19	Lebanese President Michel Aoun said on Twitter that the Public Health Ministry would meet the expenses of treating the wounded and that the government would provide shelter and support to displaced families whose properties were damaged.
560	560	15.0	19	French Foreign Minister Jean-Yves Le Drian offered condolences and said France was ready to assist its former colony.
561	561	16.0	19	A wounded man walks near the scene of the explosion Tuesday in Beirut.
562	562	17.0	19	Anwar Amro / AFP - Getty Images 'Lots of destruction' Video from the Beirut offices of the Daily Star, a Lebanese newspaper, appears to show fallen-in parts of the roof, blown-out windows and damaged furniture, indicating the strength of the blast.
563	563	18.0	19	Hours later, the U.S. Embassy warned of toxic gases and told people to stay indoors and wear masks.
564	564	19.0	19	An NBC News journalist in the city felt the explosion from her apartment, more than a kilometer from the port, as her windows and doors were blown out, filling the stairwell with thick dust as residents dashed to exit the building.
565	565	20.0	19	Dozens of residents people, some covered in blood, scrambled to their cars to leave the area for the safety of nearby mountains.
566	566	21.0	19	There is lots of destruction, and the wounded are lying in the streets.
567	567	22.0	19	"Another NBC News journalist said the blast was ""colossal"" and that it could be felt miles away as it rippled through the capital, leaving a trail of destruction behind."
568	568	23.0	19	In an interview, Aly Sleem, 34, who was driving in a neighborhood near the explosion, said he heard what sounded like two blasts.
